typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
17949,436,Hexite Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17950,436,Hyperflurite Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17951,436,Neo Mercurite Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17952,436,Platinum Technite Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17953,436,Rolled Tungsten Alloy Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17954,436,Silicon Diborite Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17955,436,Solerium Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17956,436,Sulfuric Acid Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17957,436,Titanium Chromide Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17958,436,Vanadium Hafnite Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17959,428,Vanadium Hafnite,"A stable binary compound composed of vanadium and hafnium. Performs a variety of catalytic functions, and is an important intermediate for more complex construction processes.",0E-10,0.2000000000,0E-10,1,None,80.0000,1,500,2664,None,0
17960,428,Prometium,"A highly radioactive cadmium-promethium compound, used as a catalytic agent in the manufacturing of thrusters, reactor units and shield emitters, among other things.",0E-10,0.2000000000,0E-10,1,None,320.0000,1,500,2664,None,0
17961,436,Prometium Reaction,,0E-10,1.0000000000,0E-10,1,None,1000000.0000,0,None,2665,None,0
17962,484,Titanium Carbide Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17963,484,Crystalline Carbonide Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17964,484,Fernite Carbide Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17965,484,Tungsten Carbide Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17966,484,Sylramic Fibers Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17967,484,Fulleride Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17968,484,Phenolic Composites Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17969,484,Nanotransistors Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17970,484,Hypersynaptic Fibers Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17971,484,Ferrogel Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17972,484,Fermionic Condensates Reaction,,0E-10,1.0000000000,0E-10,1,None,5000000.0000,0,None,2666,None,0
17973,821,Angel Cartel Jailor,This is a fighter for the Arch Angels. It is protecting the assets of Arch Angels and may attack anyone it perceives as a threat or easy pickings. Threat level: Deadly,19000000.0000000000,19000000.0000000000,120.0000000000,1,2,None,0,None,None,20900,335
17974,474,Battlement Accesscard,This security accesscard is distributed by the Serpentis Corporation and allows the user to unlock a specific acceleration gate to the prison battlements. The gate will remain open for a short period of time and the accesscard will be rendered useless after uploading the card's data to the gate's activation device.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17975,465,Thick Blue Ice,"Interstellar ices are formed by accretion of gas molecules onto silicate dust particles. Due to its unique chemical composition and the circumstances under which it forms, blue ice will, under normal circumstances, contain more oxygen isotopes than any other ice asteroid. This particular formation is an old one and therefore contains even more than its less mature siblings.

Available in <color='0xFFFF0000'>0.0</color> security status solar systems or lower.",1000.0000000000,1000.0000000000,0E-10,1,None,116000.0000,1,1855,2554,None,0
17976,465,Pristine White Glaze,"When star fusion processes occur near high concentrations of silicate dust, such as those found in interstellar ice fields, the substance known as White Glaze is formed. While White Glaze generally is extremely high in nitrogen-14 and other stable nitrogen isotopes, a few rare fragments, such as this one, have stayed free of radioactive contaminants and are thus richer in isotopes than their more impure counterparts.

Available in <color='0xFFFF0000'>0.0</color> security status solar systems or lower.",1000.0000000000,1000.0000000000,0E-10,1,None,116000.0000,1,1855,2561,None,0
17977,465,Smooth Glacial Mass,"Interstellar ices are formed by accretion of gas molecules onto silicate dust particles. Glacial masses are known to contain hydrogen isotopes in abundance, but the high surface diffusion on this particular mass means it has considerably more than its coarser counterparts.

Available in <color='0xFFFF0000'>0.0</color> security status solar systems or lower.",1000.0000000000,1000.0000000000,0E-10,1,None,116000.0000,1,1855,2555,None,0
17978,465,Enriched Clear Icicle,"Interstellar ices are formed by accretion of gas molecules onto silicate dust particles. These crystalline formations can be found scattered around many an ice field and are known as the universe's primary source of helium isotopes. Due to environmental factors, this fragment's isotope deposits have become even richer than its regular counterparts'.

Available in <color='0xFFFF0000'>0.0</color> security status solar systems or lower.",1000.0000000000,1000.0000000000,0E-10,1,None,466000.0000,1,1855,2556,None,0
17979,494,Scramble Wave Generator,This shield generator is disrupting the acceleration gate through an encoded datastream. The generator contains the cypher required to ride the gate into the main prison block.,1.0000000000,1.0000000000,0E-10,1,None,None,0,None,None,20195,2380
17982,404,Coupling Array,This structure has been automatically disabled by CONCORD to make way for newer replacement technology.,100000000.0000000000,4000.0000000000,1500.0000000000,1,None,2500000.0000,1,483,None,None,2598
17983,474,Armorer Keycard,This is a chaos-logic keycard. It had been issued to the captain of a docked Mammoth in the third deadspace pocket of Angel Cartel's Naval Shipyard. It will open the acceleration gate for a short time and then self-destruct.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17984,474,The Repairer's Keycard,This is a chaos-logic keycard. It had been issued to the captain of a docked Megatron in the fourth deadspace pocket of Angel Cartel's Naval Shipyard. It will open the acceleration gate for a short time and then self-destruct.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17985,474,Scratched and Dented Keycard,"This cipher unlocks the first acceleration gate in the Pith-Robux Asteroid Mining complex. The gate will remain open for a short period of time and using the cipher will cause it to self-destruct, so use wisely.",1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17986,474,Dusty Keycard,"This cipher unlocks the second acceleration gate in the Pith-Robux Asteroid Mining complex. The gate will remain open for a short period of time and using the cipher will cause it to self-destruct, so use wisely.",1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17987,474,Command Relay Key,This security passkey allows access into the core area of Sansha's command relay stations.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17988,474,Gardan's Private Key,Gardan personally distributes keys to the acceleration gate near his Fantasy Complex. These unlock the acceleration gate behind it and the gate will remain open for a short period of time. The access cards are single-use.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17989,474,Thorak's Private Key,"Thorak holds on to the passkey to the second deadspace pocket with his dear life. It unlocks the acceleration gate which will remain open for a short period of time. The key has a self-destruct mechanism, activated upon use.",1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17990,474,Security Cypher for Angel Prison,This cypher unlocks the acceleration gate in an Angel Prison Complex. The gate will remain open for a short period of time and using the cypher will cause it to self-destruct.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17991,474,9D Logic Keycard,This keycard will activate the first acceleration gate in the Angel Cartel Naval Shipyard. This key is particularly hard to forge and is lost in a dimensional shift once it is used.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17992,474,Puxley's 9D Pass,This nine-dimensional pass unlocks the second acceleration gate in the Angel Cartel Naval Shipyard. It is destroyed on use.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17993,495,Crimson Sentinel,This Blood Raider station has been refitted with huge XL torpedo batteries and a long range stasis web generators.,1000.0000000000,1000.0000000000,1000.0000000000,1,4,None,0,None,None,20187,2359
17994,494,Assembly Management HQ,"From here, the assembly managers synchronize and concentrate their efforts. Much of what goes on is actually remote controlled from here.",100000.0000000000,100000000.0000000000,10000.0000000000,1,4,None,0,None,None,20195,2593
17995,474,Stolen Passkey,This passkey unlocks the acceleration gate into the Drugrunner Hideout of the Serpentis-Phi Outpost complex. It is single-use only.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17996,496,Crimson Hand Container,"The wrecked container drifts silently amongst the stars, your sensors pick up signs of something rolling within it.",10000.0000000000,27500.0000000000,2700.0000000000,1,None,None,0,None,None,31,2396
17997,819,Blockade General Sade,The naval blockade commander is renown for his cruelty towards his captives.,1612000.0000000000,16120.0000000000,80.0000000000,1,1,None,0,None,None,31,1827
17998,474,Sade's Pass,This pass will open the acceleration gate that Pith Guristas' pirate Sade guards. The gate will remain open for a short period of time and the passkey will be rendered useless after uploading the key's data to the gate's activation device.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
17999,409,Ammatar Navy Colonel Insignia I,Identification tags such as these may prove valuable if handed to the proper organization.,0.1000000000,0.1000000000,0E-10,1,4,500000.0000,1,731,2040,None,0
18000,383,Hive mother,Drone hive mother,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2565
18001,383,Hive mother 2,Hive mother,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2566
18004,819,Supply Station Manager,The Supply Station Manager perpetually patrols the area.,1612000.0000000000,16120.0000000000,80.0000000000,1,1,None,0,None,None,31,1827
18012,319,Drone Bunker,This large metal bunker is thoroughly infested with rogue drones.,100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2583
18013,319,Drone Elevator,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2584
18014,319,Drone Junction,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2585
18015,319,Drone Lookout,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2586
18016,319,Drone Battery,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2587
18017,319,Drone Wall,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2588
18018,319,Drone Barricade,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2589
18019,319,Drone Fence,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2590
18020,319,Drone Barrier,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2591
18021,319,Inactive Drone Sentry,"Walls inside deadspace complexes both serve as personal transportation lanes between structures, as well as reinforcement tubes to make sure larger structures don't drift away from each other.",100000.0000000000,100000000.0000000000,10000.0000000000,1,None,None,0,None,None,None,2592
18023,383,Drone Wall Sentry Gun,Drone Wall Sentry Gun,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2592
18024,819,The Superintendent,"The superindendent of this pocket has been elected Tracy Mullen, a former Minmatar agent. She is respected by her peers for her combat skills.",1612000.0000000000,16120.0000000000,80.0000000000,1,1,None,0,None,None,31,1827
18025,1218,Ice Processing,"Skill for Ice reprocessing. Allows a skilled individual to utilize substandard reprocessing facilities at considerably greater efficiency.

2% bonus to Ice reprocessing yield per skill level.",0E-10,0.0100000000,0E-10,1,None,500000.0000,1,1323,33,None,0
18026,383,Tower Sentry Drone III,Rogue Drone sentry gun.,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2592
18027,383,Tower Sentry Drone II,Drone ion blaster cannon sentry,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2421
18028,383,Tower Sentry Drone I,Drone ion blaster cannon sentry,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2592
18029,879,Freed Slaves,Slaves recently released from the clutches of Amarrian slavelords.,400.0000000000,1.0000000000,0E-10,1,None,None,1,23,2536,None,0
18031,383,Drone Cruise Missile Battery,This cruise missile sentry will launch missiles at any target it considers to be a threat.,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2587
18032,383,Drone Heavy Missile Battery,This heavy missile sentry will launch missiles at any target it considers to be a threat.,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2587
18033,383,Drone Light Missile Battery,This light missile sentry will launch missiles at any target it considers to be a threat.,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2587
18034,383,Serpentis Light Missile Battery,This light missile sentry will launch missiles at any target it considers to be a threat.,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2500
18035,383,Drone Point Defense Battery,This Light missile Sentry will Launch missiles at any target it considers to be a threat.,1000.0000000000,1000.0000000000,1000.0000000000,1,None,None,0,None,None,None,2587
18036,482,Arkonor Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Arkonor yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2645,None,0
18037,727,Arkonor Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,800000.0000,0,None,2645,None,1142
18038,482,Bistot Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Bistot yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2646,None,0
18039,727,Bistot Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,750000.0000,0,None,2646,None,1142
18040,482,Crokite Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Crokite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2647,None,0
18041,727,Crokite Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,700000.0000,0,None,2647,None,1142
18042,482,Dark Ochre Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Dark Ochre yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2648,None,0
18043,727,Dark Ochre Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,600000.0000,0,None,2648,None,1142
18044,482,Gneiss Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Gneiss yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2649,None,0
18045,727,Gneiss Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,550000.0000,0,None,2649,None,1142
18046,482,Hedbergite Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Hedbergite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2650,None,0
18047,727,Hedbergite Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,500000.0000,0,None,2650,None,1142
18048,482,Hemorphite Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Hemorphite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2651,None,0
18049,727,Hemorphite Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,450000.0000,0,None,2651,None,1142
18050,482,Jaspet Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Jaspet yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2652,None,0
18051,727,Jaspet Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,400000.0000,0,None,2652,None,1142
18052,482,Kernite Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Kernite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2653,None,0
18053,727,Kernite Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,350000.0000,0,None,2653,None,1142
18054,663,Mercoxit Asteroid Mining Crystal Type A I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Mercoxit yield.

Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.

Type A crystals are used with modulated mining equipment and provide steady yields, with low residues and high reliability. A crystal choice for methodical mining operations prioritizing resource utilization over time.",1.0000000000,6.0000000000,0E-10,1,None,1400000.0000,1,2804,24969,None,25153
18055,727,Mercoxit Asteroid Mining Crystal Type A I Blueprint,,0E-10,0.0100000000,0E-10,1,None,14000000.0000,1,2806,24969,None,1142
18056,482,Omber Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Omber yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2655,None,0
18057,727,Omber Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,300000.0000,0,None,2655,None,1142
18058,482,Plagioclase Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Plagioclase yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2656,None,0
18059,727,Plagioclase Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,250000.0000,0,None,2656,None,1142
18060,482,Pyroxeres Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Pyroxeres yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2657,None,0
18061,727,Pyroxeres Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,200000.0000,0,None,2657,None,1142
18062,482,Scordite Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Scordite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2658,None,0
18063,727,Scordite Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,150000.0000,0,None,2658,None,1142
18064,482,Spodumain Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Spodumain yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2659,None,0
18065,727,Spodumain Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,650000.0000,0,None,2659,None,1142
18066,482,Veldspar Mining Crystal I,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Veldspar yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,6.0000000000,0E-10,1,None,None,0,None,2660,None,0
18067,727,Veldspar Mining Crystal I Blueprint,,0E-10,0.0100000000,0E-10,1,None,100000.0000,0,None,2660,None,1142
18068,483,Modulated Deep Core Miner II,"The modulated deep core miner is a technological marvel that combines the capacities of the commonly used Miner II with that of the deep core mining laser. Using a modular mining crystal system, it can be altered on the fly for maximum efficiency.

It's important to remember, however, that without the proper crystals this unit is only marginally useful for mining mercoxit, and highly inefficient for most anything else.",0E-10,5.0000000000,10.0000000000,1,None,None,1,1039,2101,None,11265
18069,134,Modulated Deep Core Miner II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,1,None,2101,None,0
18070,805,Strain Splinter Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: High,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1224
18071,805,Strain Render Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: High,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1224
18072,805,Strain Decimator Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: High,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1224
18073,801,Defeater Alvatis,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Very high,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1223
18074,801,Crippler Alvatis,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Very high,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1223
18075,801,Striker Alvatis,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Very high,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1223
18076,803,Violator Alvum,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Extreme,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1220
18077,803,Disintegrator Alvum,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Extreme,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1220
18078,803,Bomber Alvum,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Extreme,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1220
18079,805,Sunder Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Low,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1219
18080,805,Raider Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Low,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1219
18082,803,Destructor Alvum,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Significant,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1222
18083,803,Annihilator Alvum,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Significant,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1222
18084,803,Devastator Alvum,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Significant,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1222
18085,805,Devilfish Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Moderate,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1226
18086,805,Barracuda Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Moderate,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1226
18087,805,Splinter Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Very low,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1230
18088,805,Render Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Very low,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1230
18113,806,Incubus Apis,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Low,2000000.0000000000,20000.0000000000,235.0000000000,1,None,None,0,None,None,11,2778
18114,806,Malphas Apis,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Low,2000000.0000000000,20000.0000000000,235.0000000000,1,None,None,0,None,None,11,2780
18564,805,Hunter Alvi,Rogue drones are hi-tech drones that have the ability to manufacture themselves. Rogue drone hives can be found throughout the universe of EVE and are a constant menace to space travelers. Threat level: Low,100000.0000000000,60.0000000000,1200.0000000000,1,None,None,0,None,None,11,1219
18565,821,Serpentis Executive Officer,The Angel Cartel profits enough from its protection deal with the Serpentis Corporation for it to send its best and brightest pilots on guarding duty. Threat level: Deadly,17500000.0000000000,1140000.0000000000,480.0000000000,1,8,None,0,None,None,20903,2157
18566,474,Shipyard Code Part (One half),"This security code is one half of what is needed to enter the Serpentis Fleet HQ. The gate will remain open for a short period of time after the code will be used. After usage, the gate security system automatically creates a new password, rendering this code useless.",1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
18567,319,Shipyard,Large construction tasks can be undertaken at this shipyard.,100000.0000000000,100000000.0000000000,10000.0000000000,1,2,None,0,None,None,20195,2625
18568,319,Dark Shipyard,This industrial structure serves as a platform for warehouses and the sorting of cargo containers.,100000.0000000000,100000000.0000000000,10000.0000000000,1,2,None,0,None,None,20195,2625
18569,319,Dirty Shipyard,This industrial structure serves as a platform for warehouses and the sorting of cargo containers.,100000.0000000000,100000000.0000000000,10000.0000000000,1,2,None,0,None,None,20195,2625
